Sno,Weight
0,0.013972145
1,-0.006084936
2,0.0037210572
3,-0.010932724
4,-0.006897669
5,0.0074103586
6,-0.0023168733
7,0.010719336
8,-0.00095686165
9,-0.00069423456
10,0.007239874
11,0.0027998062
12,0.00010856778
13,-0.010925817
14,-0.016376678
15,0.00049430475
16,0.009620659
17,-0.0031330064
18,-0.018745426
19,0.010145508
20,0.0070914575
21,0.0026268791
22,0.0065735034
23,0.0012408656
24,-0.0018534627
25,-0.010327837
26,-0.0021098792
27,0.006408011
28,-0.007686107
29,-0.014398547
30,-0.0036576032
31,-0.0012710232
32,-0.00048344317
33,-0.006219602
34,-0.013486149
35,0.0058387103
36,0.005240999
37,0.000118262404
38,-0.0020680916
39,0.0041928045
40,-0.013155708
41,0.008525607
42,-0.0029442683
43,0.0077493126
44,0.0024835742
45,0.0039884034
46,-0.010286681
47,-0.014850239
48,0.003828027
49,-0.0016778529
50,0.0026138448
51,-0.004787604
52,0.00136838
53,-0.0007220399
54,0.0023120497
55,-0.012625514
56,0.0033421721
57,-0.013382973
58,0.001228214
59,0.013437787
60,0.014110021
61,0.011542154
62,-0.00084789726
63,-0.0018776092
64,0.0011154086
65,0.0030231702
66,-0.0054417914
67,-0.004426884
68,-0.013193554
69,0.0010905579
70,0.0045512677
71,0.012469209
72,-0.01763304
73,0.0082645
74,1.2084245e-05
75,-0.004094466
76,0.006997958
77,-0.009561813
78,-6.527324e-05
79,0.003428931
80,-0.003848585
81,0.000113254035
82,0.019096103
83,0.005009985
84,-0.01657287
85,-0.0052457643
86,0.007684162
87,0.0042512403
88,0.019169625
89,0.0034410204
90,0.00019531918
91,-0.008788966
92,-0.005617426
93,0.007973109
94,0.00891859
95,-0.0075427853
96,-0.019096589
97,0.017283166
98,0.006877731
99,-0.007875254
100,-0.0007905214
101,-0.0015026621
102,0.011469488
103,0.011649985
104,0.009532724
105,-0.002496889
106,0.008384024
107,-0.0070122294
108,-0.0013245743
109,0.0045978073
110,-0.0027822212
111,-0.005873938
112,-0.010209728
113,0.007968245
114,0.0016001825
115,-0.0019713873
116,0.0016416156
117,0.015022814
118,-0.003209335
119,-0.009360751
120,0.009731716
121,-0.0019429653
122,-0.0024065338
123,0.017423121
124,-0.009398371
125,-0.013338017
126,-0.008343145
127,-0.0043837754
128,0.04988819
129,-0.09060451
130,0.021011319
131,-0.08503596
132,-0.06167596
133,0.042748213
134,0.018776981
135,0.059708066
136,0.04050688
137,0.0008353306
138,-0.0010723859
139,0.08297766
140,-0.006361867
141,-0.0015539771
142,-0.0007576554
143,0.0388063
144,-0.00088325614
145,0.059624456
146,-0.06392391
147,0.010607697
148,-0.028623378
149,0.030708874
150,0.03606981
151,-0.06017448
152,0.026723152
153,0.041774668
154,-0.06305163
155,0.035491064
156,0.08188468
157,0.027144754
158,-0.0757133
159,-0.0012374534
160,0.026442317
161,0.039148327
162,0.050024718
163,0.006589966
164,-0.066906855
165,0.027693357
166,0.037493054
167,0.061638404
168,0.037390407
169,-0.06356342
170,-0.08471679
171,-5.572664e-05
172,-0.06639246
173,0.011116676
174,-0.053880617
175,0.07140741
176,-0.07234887
177,0.046439175
178,0.027872667
179,-0.0011018917
180,0.029717237
181,0.042289715
182,-0.0067855804
183,0.0068596494
184,-0.019597918
185,0.014960878
186,-0.0746037
187,0.038827103
188,-0.06600189
189,0.07139268
190,0.05294656
191,0.034253877
192,0.05972589
193,0.033105496
194,0.053287067
195,0.0012105482
196,-0.078121245
197,-0.0016323767
198,-0.045356393
199,-0.053845186
200,0.043077588
201,-0.0010535723
202,-0.08609302
203,0.014223367
204,-0.082029834
205,0.037047762
206,0.037918575
207,0.034505792
208,0.017741023
209,0.024111696
210,0.036971245
211,0.009952996
212,-0.0012660453
213,0.03005761
214,-0.0032201887
215,0.005903363
216,0.035596307
217,-0.008568539
218,0.047685787
219,0.0856412
220,0.02057956
221,-0.06366859
222,-0.026088104
223,-0.059834052
224,-0.06593567
225,0.0447367
226,-0.03327088
227,0.038788743
228,-0.0030184838
229,0.0026624962
230,0.030888986
231,0.019627757
232,0.03669802
233,-0.03896308
234,0.036659237
235,0.07168823
236,-0.08119821
237,0.042275224
238,-0.0076432223
239,0.03744326
240,-0.10676032
241,0.011781742
242,0.001256407
243,0.052987944
244,-0.07571737
245,0.057832696
246,0.041542612
247,0.032157324
248,-0.006993486
249,0.036792766
250,-0.00052841223
251,0.030584436
252,0.06326605
253,0.03663848
254,0.03688952
255,0.03803319
256,0.04260939
257,0.024405712
258,0.0017818203
259,0.02261548
260,-0.06152506
261,-0.0001870402
262,0.047921017
263,-0.029319238
264,0.01305455
265,0.037334558
266,0.013313031
267,-0.15243372
268,-0.008936779
269,0.028363105
270,0.03880321
271,0.012279958
272,-0.007182023
273,0.0050742235
274,0.064473316
275,-0.005159929
276,0.045304798
277,0.03461145
278,0.028201608
