Sno,Weight
0,0.021958292
1,-0.016875958
2,0.015155604
3,0.01997392
4,-0.058474492
5,-0.08659103
6,-0.00217874
7,-0.0472398
8,-0.03296163
9,-0.05238779
10,0.0013166984
11,-0.11327461
12,0.025122507
13,-0.12483723
14,-0.04858834
15,0.024766589
16,-0.005635238
17,0.032033075
18,0.018447097
19,0.0129349865
20,-0.08540761
21,0.012560489
22,-0.036903497
23,0.005113376
24,-0.039059103
25,-0.08240651
26,-0.008378334
27,0.03206236
28,0.01978108
29,0.0101312
30,-0.010268204
31,-0.00018024001
32,-0.06496581
33,0.033342667
34,-0.026749628
35,0.017523736
36,-0.0013429845
37,-0.005261893
38,-0.014668498
39,-0.04582564
40,0.011408567
41,-0.03170614
42,-0.037045103
43,0.011908147
44,-0.03508306
45,-0.032891944
46,-0.014820621
47,-0.09543161
48,0.0063526207
49,-0.015768638
50,-0.051300105
51,-0.09295868
52,-0.008895994
53,0.033912454
54,0.050145548
55,-0.0039288327
56,0.01976952
57,-0.002003427
58,-0.004850205
59,-0.010845737
60,0.025636557
61,-0.080149844
62,0.0012686438
63,0.03238959
64,0.020087197
65,0.00789839
66,-0.009654483
67,-0.0073062945
68,-0.0023545297
69,-0.1002633
70,-0.09491615
71,-0.050521523
72,-0.026618775
73,0.013083781
74,-0.04242229
75,-0.03468839
76,0.0039277333
77,0.020199975
78,-0.10047874
79,0.0063689873
80,0.07808669
81,0.009922601
82,-0.02938772
83,-0.02206734
84,-0.07082673
85,0.0061387517
86,-0.006802988
87,-0.102250844
88,-0.02398084
89,0.008986198
90,-0.016316196
91,-0.013980661
92,0.008202035
93,0.018499255
94,-0.0047050198
95,0.031463604
96,-0.047395602
97,-0.015664145
98,-0.0014946625
99,-0.14219283
100,0.034227274
101,-0.023811808
102,-0.054695148
103,-0.017169451
104,0.0035699368
105,-0.04871677
106,0.00026770562
107,0.028179104
108,0.016723089
109,0.018606395
110,0.0037487366
111,-0.0036728398
112,-0.014693422
113,0.023529211
114,0.041531324
115,-0.028469779
116,-0.06884981
117,0.034295138
118,-0.14807738
119,0.011224656
120,-0.0029311003
121,-0.012170026
122,0.038162544
123,-0.027059946
124,-0.0011306168
125,0.03316141
126,-0.020193018
127,-0.00016524534
128,0.055647302
129,0.075459175
130,-0.051491458
131,-0.12431985
132,0.055875313
133,-0.1155377
134,0.07472204
135,-0.07593207
136,0.04182207
137,-0.08977776
138,0.047851875
139,-0.0699108
140,0.047735997
141,-0.12513019
142,-0.032935422
143,-0.009422777
144,0.030773874
145,-0.05424024
146,-0.11989848
147,0.008618313
148,-0.10323065
149,0.032557588
150,-0.089220665
151,-0.012262737
152,-0.078900054
153,-0.0044465954
154,-0.076493815
155,-0.062836595
156,0.05144248
157,0.03300275
158,-0.03237263
159,-0.012157568
160,-0.1326094
161,-0.031723853
162,-0.1805816
163,0.025519857
164,-0.09168997
165,0.011903676
166,-0.004670829
167,0.062914096
168,-0.17625664
169,0.02786374
170,-0.010085123
171,0.05272837
172,-0.05828278
173,0.06872459
174,-0.07688593
175,-0.008304762
176,0.006915499
177,-0.13100968
178,-0.04208054
179,-0.06753365
180,-0.006675365
181,-0.02237988
182,-0.26063454
183,0.035069704
184,0.054027405
185,0.0058168285
186,-0.06456417
187,0.047081385
188,-0.031782847
189,0.005759427
190,0.06085882
191,-0.12262121
192,0.053359088
193,0.04891425
194,0.04766691
195,-0.02156196
196,-0.014294656
197,-0.043539338
198,-0.056630354
199,-0.033602495
200,-0.0141404
201,-0.0857725
202,-0.020473475
203,-0.092751354
204,0.08549903
205,0.031186655
206,-0.12002204
207,0.04260789
208,-0.25076723
209,-0.08377443
210,-0.006652795
211,-0.064447105
212,-0.1482902
213,-0.012276613
214,0.04884399
215,-0.034113076
216,0.057207715
217,-0.007126764
218,-0.013339623
219,-0.038951255
220,0.03853036
221,0.0074526803
222,0.066205256
223,-0.039605938
224,0.13151829
225,0.045134626
226,-0.058729105
227,-0.08576753
228,-0.019246416
229,-0.11101441
230,-0.044080637
231,0.037554294
232,-0.020254465
233,0.012075605
234,0.03240659
235,0.11471279
236,-0.08420508
237,-0.006483267
238,0.056686834
239,0.054675225
240,0.06022213
241,-0.025108943
242,-0.104462124
243,-0.08287636
244,0.119017795
245,0.03585084
246,-0.039626375
247,-0.02233088
248,0.04266418
249,0.04254369
250,-0.00267352
251,0.076274715
252,-0.011076472
253,-0.017786011
254,0.10445685
255,-0.0013209481
256,-0.0072609144
257,0.11097319
258,0.08664355
259,0.025298698
260,-0.16074704
261,-0.017978625
262,-0.039535902
263,0.023371132
264,-0.118740566
265,0.004071847
266,-0.03406163
267,0.040096767
268,0.013046154
269,0.003914904
270,0.076534346
271,0.1702698
272,-0.006991748
273,0.12032257
274,0.03423717
275,0.0055900756
276,-0.005630617
277,-0.04842061
278,-0.003894044
279,0.09061089
280,0.051775895
281,-0.09979176
282,-0.058731273
283,0.08513252
284,-0.0048313313
285,0.12300637
286,0.0015252265
287,-0.0004637658
288,0.0033527506
289,0.021957403
290,0.017310945
291,-0.060724746
292,0.05517279
293,0.11977454
294,0.18062669
295,-0.04306249
296,-0.03700655
297,-0.03578237
298,0.19983634
299,-0.020310678
300,0.101810224
301,-0.099586606
302,-0.08318318
303,-0.022133362
304,0.015888615
305,0.093940124
306,0.042367328
307,-0.01125449
308,0.005472029
309,0.14439768
310,0.064420715
311,0.09423385
312,0.12100161
313,-0.007416321
314,-0.09204855
315,-0.033478614
316,-0.02815316
317,-0.07139101
318,-0.020310715
319,0.039576735
320,0.005406288
321,-0.020715881
322,-0.022088008
323,0.0037145356
324,-0.20076835
325,0.037805308
326,0.015898872
327,0.010700374
328,0.0711546
329,0.036607377
330,-0.08482318
331,-0.07845085
332,0.06680476
333,0.022775441
334,-0.010306948
335,0.0849204
336,0.06562605
337,-0.0841766
338,-0.011301751
339,0.039061915
340,0.013858236
341,0.017560108
342,0.08918482
343,0.0979815
344,-0.04127704
345,-0.0008667442
346,-0.0144735165
347,0.046001114
348,-0.06624506
349,-0.0065043485
350,-0.042662676
351,0.15287462
352,0.10522319
353,-0.03157834
354,0.064295076
355,-0.039250508
356,0.0012679758
357,0.022089282
358,0.0040283646
359,-0.026503937
360,-0.00405555
361,-0.041237738
362,-0.0347967
363,-0.13662109
364,0.03278472
365,-0.0003733739
366,-0.049370404
367,-0.058277722
368,-0.060423303
369,0.1425641
370,0.041077018
371,-0.001140659
372,-0.07912474
373,0.019750161
374,0.013185661
375,0.017837556
376,-0.013256094
377,-0.02661053
378,0.0071624205
379,-0.08946966
380,0.008669373
381,0.010685847
382,-0.13793734
383,-0.004809601
384,-0.002436616
385,0.07411726
386,-0.038990628
387,-0.099347964
388,0.039564088
389,-0.09334539
390,0.053398434
391,0.01052493
392,0.05521288
393,0.025478087
394,0.009160564
395,-0.03208822
396,0.034273237
397,0.0136873275
398,-0.09536034
399,0.025007134
400,0.02088749
401,0.058811314
402,0.03619193
403,0.023671247
404,-0.13478419
405,0.054463815
406,-0.101295605
407,0.04493761
408,-0.120083086
409,0.09067023
410,0.006128118
411,-0.078975886
412,0.023733437
413,0.043504316
414,-0.020346427
415,-0.0043584057
416,0.0024875936
417,0.020751206
418,0.04883542
419,0.021639641
420,0.032623556
421,-0.02534984
422,0.015922572
423,0.07789815
424,-0.1320452
425,0.012168292
426,-0.00022189147
427,0.04526809
428,0.00082405604
429,0.018036285
430,-0.050500628
431,0.027512385
432,0.036003765
433,0.00882429
434,0.008915336
435,-0.0017614274
436,0.00035078404
437,-0.027375622
438,-0.042043228
439,-0.004598001
440,0.0523392
441,-0.005634759
442,-0.01006997
443,0.033522382
444,-0.026491195
445,-0.04727174
446,0.036037803
447,-0.012950847
448,0.037855804
449,-0.1412315
450,0.01393642
451,-0.003765425
452,-0.06409556
453,-0.0088260695
454,0.005163872
455,0.02520799
456,0.044927794
457,-0.007061131
458,-0.004710126
459,-0.009417987
460,0.10959857
461,0.012382407
462,0.0021194739
463,0.067494355
464,-0.01829841
465,-0.039734494
466,0.04922709
467,-0.004949779
468,0.041644555
469,-0.029082347
470,0.044933673
471,-0.012631662
472,0.01993746
473,0.0026247595
474,0.037927143
475,0.055891894
476,0.03212454
477,0.09047058
478,0.043380823
479,0.03551486
480,0.1209373
481,0.012634869
482,0.025953893
483,0.004395267
484,0.013137051
485,-0.08904099
486,0.054587495
487,0.013649741
488,-0.015929757
489,-0.08836934
490,0.036357023
491,0.04427134
492,-0.052290224
493,-0.036806688
494,0.06687019
495,0.027246052
496,0.039673828
497,0.05904587
498,-0.037857722
499,-0.06474007
500,0.1488422
501,0.037496805
502,0.01607829
503,-0.007175196
504,0.04608631
505,-0.0050884653
506,0.04140181
507,0.055857975
508,0.00051646953
509,0.040205985
510,0.09856938
511,0.0061117066
512,-0.20276694
513,0.19574963
514,0.025438234
515,-0.032930847
516,-0.18738508
517,0.030639274
518,0.027350726
519,-0.043617398
520,0.033528965
521,-0.062232226
522,0.03778659
523,-0.115567386
524,0.0012611147
525,-0.12083965
526,-0.050264742
527,-0.0064281737
528,0.060596365
529,0.14116734
530,-0.15363081
531,0.032410532
532,-0.16041945
533,0.047233824
534,-0.10867728
535,0.10660302
536,-0.020918919
537,-0.020908976
538,-0.038452026
539,-0.04288536
540,0.11934657
541,-0.22356692
542,-0.008759434
543,-0.015087335
544,-0.14442101
545,-0.07034095
546,0.037112445
547,-0.016486375
548,-0.058207225
549,-0.033582512
550,-0.22531287
551,0.10313385
552,-0.044657115
553,0.010243448
554,0.041864295
555,0.041929647
556,-0.03910866
557,0.11082636
558,-0.07448875
559,-0.07158307
560,0.013761546
561,0.11122012
562,-0.13859357
563,-0.049897768
564,-0.00687096
565,-0.05912588
566,0.012703727
567,0.12866034
568,0.21259795
569,0.005822528
570,-0.032619417
571,0.018410277
572,-0.020136137
573,-0.1649833
574,0.15644127
575,-0.17281888
576,0.03458728
577,-0.090370186
578,-0.17149813
579,-0.003732902
580,0.036418498
581,-0.082575746
582,-0.0784269
583,-0.0552211
584,0.018548565
585,-0.1620959
586,-0.009220257
587,-0.109113745
588,0.23515037
589,0.047326636
